34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
01:42:23.465 (465726900)|EXECUTION_STARTED
01:42:23.465 (465766702)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
01:42:23.465 (465811609)|CODE_UNIT_STARTED|[EXTERNAL]|01qZ00000009DjW|AllContractTriggers on Contract trigger event BeforeInsert for [new]
01:42:23.465 (465863935)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:42:23.466 (466419270)|HEAP_ALLOCATE|[72]|Bytes:3
01:42:23.466 (466484360)|HEAP_ALLOCATE|[77]|Bytes:152
01:42:23.466 (466508069)|HEAP_ALLOCATE|[342]|Bytes:408
01:42:23.466 (466530113)|HEAP_ALLOCATE|[355]|Bytes:408
01:42:23.466 (466551396)|HEAP_ALLOCATE|[467]|Bytes:48
01:42:23.466 (466590038)|HEAP_ALLOCATE|[139]|Bytes:6
01:42:23.466 (466615473)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:42:23.466 (466640566)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:42:23.466 (466657792)|VARIABLE_SCOPE_BEGIN|[1]|this|AllContractTriggers|true|false
01:42:23.623 (623321690)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x3da0694a
01:42:23.623 (623498980)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:42:23.623 (623525268)|VARIABLE_SCOPE_BEGIN|[1]|this|AllContractTriggers|true|false
01:42:23.623 (623551937)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x3da0694a
01:42:23.623 (623561386)|STATEMENT_EXECUTE|[1]
01:42:23.623 (623564460)|STATEMENT_EXECUTE|[10]
01:42:23.623 (623881706)|HEAP_ALLOCATE|[10]|Bytes:27
01:42:23.623 (623911985)|HEAP_ALLOCATE|[50]|Bytes:5
01:42:23.623 (623930789)|HEAP_ALLOCATE|[56]|Bytes:5
01:42:23.623 (623942468)|HEAP_ALLOCATE|[64]|Bytes:7
01:42:23.624 (624060226)|USER_DEBUG|[10]|DEBUG|AllContractTriggers - start
01:42:23.624 (624076982)|STATEMENT_EXECUTE|[11]
01:42:23.624 (624085629)|HEAP_ALLOCATE|[11]|Bytes:16
01:42:23.624 (624213353)|HEAP_ALLOCATE|[11]|Bytes:20
01:42:23.624 (624241848)|USER_DEBUG|[11]|DEBUG|Trigger.newMap: null
01:42:23.624 (624253985)|STATEMENT_EXECUTE|[12]
01:42:23.624 (624258725)|HEAP_ALLOCATE|[12]|Bytes:8
01:42:23.626 (626279533)|VARIABLE_SCOPE_BEGIN|[14]|GE_TriggerDispatch.activefunction|GE_TriggerDispatch.ITriggerEntry|true|true
01:42:23.626 (626293622)|VARIABLE_SCOPE_BEGIN|[17]|GE_TriggerDispatch.noTriggers|Boolean|false|true
01:42:23.626 (626340882)|HEAP_ALLOCATE|[12]|Bytes:13
01:42:23.626 (626350078)|HEAP_ALLOCATE|[12]|Bytes:5
01:42:23.626 (626354723)|HEAP_ALLOCATE|[12]|Bytes:17
01:42:23.626 (626382716)|METHOD_ENTRY|[11]|01pZ0000000LPwQ|GE_TriggerDispatch.GE_TriggerDispatch()
01:42:23.626 (626389039)|STATEMENT_EXECUTE|[11]
01:42:23.627 (627858996)|SYSTEM_MODE_ENTER|false
01:42:23.627 (627886492)|HEAP_ALLOCATE|[14]|Bytes:5
01:42:23.627 (627894350)|STATEMENT_EXECUTE|[11]
01:42:23.627 (627897219)|STATEMENT_EXECUTE|[14]
01:42:23.628 (628019650)|VARIABLE_ASSIGNMENT|[14]|GE_TriggerDispatch.activefunction|null|
01:42:23.628 (628030845)|STATEMENT_EXECUTE|[17]
01:42:23.628 (628042496)|HEAP_ALLOCATE|[17]|Bytes:5
01:42:23.628 (628063654)|VARIABLE_ASSIGNMENT|[17]|GE_TriggerDispatch.noTriggers|false
01:42:23.628 (628074172)|SYSTEM_MODE_EXIT|false
01:42:23.628 (628086578)|METHOD_EXIT|[11]|GE_TriggerDispatch
01:42:23.628 (628137334)|METHOD_ENTRY|[12]|01pZ0000000LPwQ|GE_TriggerDispatch.entry(String, Boolean, Boolean, Boolean, Boolean, Boolean, Boolean, List<SObject>, Map<Id,SObject>, List<SObject>, Map<Id,SObject>)
01:42:23.628 (628180013)|VARIABLE_SCOPE_BEGIN|[26]|TriggerObject|String|false|false
01:42:23.628 (628192920)|VARIABLE_ASSIGNMENT|[26]|TriggerObject|"Contract"
01:42:23.628 (628198858)|HEAP_ALLOCATE|[27]|Bytes:5
01:42:23.628 (628206373)|VARIABLE_SCOPE_BEGIN|[26]|IsBefore|Boolean|false|false
01:42:23.628 (628213117)|VARIABLE_ASSIGNMENT|[26]|IsBefore|true
01:42:23.628 (628216652)|HEAP_ALLOCATE|[27]|Bytes:5
01:42:23.628 (628222333)|VARIABLE_SCOPE_BEGIN|[26]|IsDelete|Boolean|false|false
01:42:23.628 (628228057)|VARIABLE_ASSIGNMENT|[26]|IsDelete|false
01:42:23.628 (628231538)|HEAP_ALLOCATE|[27]|Bytes:5
01:42:23.628 (628237331)|VARIABLE_SCOPE_BEGIN|[26]|IsAfter|Boolean|false|false
01:42:23.628 (628242843)|VARIABLE_ASSIGNMENT|[26]|IsAfter|false
01:42:23.628 (628246336)|HEAP_ALLOCATE|[27]|Bytes:5
01:42:23.628 (628251582)|VARIABLE_SCOPE_BEGIN|[26]|IsInsert|Boolean|false|false
01:42:23.628 (628257107)|VARIABLE_ASSIGNMENT|[26]|IsInsert|true
01:42:23.628 (628260382)|HEAP_ALLOCATE|[27]|Bytes:5
01:42:23.628 (628265458)|VARIABLE_SCOPE_BEGIN|[26]|IsUpdate|Boolean|false|false
01:42:23.628 (628271014)|VARIABLE_ASSIGNMENT|[26]|IsUpdate|false
01:42:23.628 (628274338)|HEAP_ALLOCATE|[27]|Bytes:5
01:42:23.628 (628279474)|VARIABLE_SCOPE_BEGIN|[26]|IsExecuting|Boolean|false|false
01:42:23.628 (628285332)|VARIABLE_ASSIGNMENT|[26]|IsExecuting|true
01:42:23.628 (628291155)|VARIABLE_SCOPE_BEGIN|[26]|newList|List<SObject>|true|false
01:42:23.631 (631857761)|VARIABLE_ASSIGNMENT|[26]|newList|{"s":1,"v":[{"CustomerSignedDate":"2016-10-12T00:00:00.000Z","Description":"Sec 2.01 - License t (841 more) ...","AccountId":"001Z000000uoWXwIAM","Agreement_Type__c":"Trademark","BillingCountryCode":"US","ContractTerm":45,"StatusCode":"Draft","Name":"Siva Test Contract - (11 more) ...","StartDate":"2011-11-12T00:00:00.000Z","Audit_Rights__c":"4.05 - Licensee shal (583 more) ...","Calculate_Next_Royal (13 more) ...":false,"OwnerId":"005Z0000003DoV8IAK","Rights__c":"Sec 2.01 - License t (841 more) ...","As_Of_Date__c":"2015-10-16T00:00:00.000Z","Sales_Report_Due_Dat (9 more) ...":"a2xZ0000002IjLdIAK","RecordTypeId":"012Z00000000rdwIAA","CustomerSignedTitle":"Director","Expiration_Countdown (3 more) ...":-331,"CV_Customer_Signed_B (4 more) ...":"George Tsai","Contract_Terms__c":"4.01 Minimum payment (66 more) ...","Status":"Draft","IsDeleted":false,"Termination_Clause__ (1 more) ...":"Sec. 603 - In the ev (750 more) ...","EndDate":"2014-11-19T00:00:00.000Z","Royalty_Payment_Due_ (12 more) ...":"a2xZ0000002IjLdIAK","ShippingCountryCode":"US","AIF__c":"84.0099","CompanySignedDate":"2015-10-10T00:00:00.000Z","Calculate_Next_Sales (10 more) ...":false}]}|0x65702e6
01:42:23.631 (631882343)|VARIABLE_SCOPE_BEGIN|[26]|newMap|Map<Id,SObject>|true|false
01:42:23.631 (631893457)|VARIABLE_ASSIGNMENT|[26]|newMap|null|
01:42:23.631 (631900066)|VARIABLE_SCOPE_BEGIN|[26]|oldList|List<SObject>|true|false
01:42:23.631 (631906720)|VARIABLE_ASSIGNMENT|[26]|oldList|null|
01:42:23.631 (631911699)|VARIABLE_SCOPE_BEGIN|[26]|oldMap|Map<Id,SObject>|true|false
01:42:23.631 (631917729)|VARIABLE_ASSIGNMENT|[26]|oldMap|null|
01:42:23.631 (631933011)|SYSTEM_MODE_ENTER|false
