34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
00:53:50.238 (1238290230)|EXECUTION_STARTED
00:53:50.238 (1238335487)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
00:53:50.238 (1238392457)|CODE_UNIT_STARTED|[EXTERNAL]|01qZ00000009DjW|AllContractTriggers on Contract trigger event BeforeUpdate for [800Z00000003MJA]
00:53:50.238 (1238465036)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:53:50.238 (1238691183)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:53:50.239 (1239307087)|HEAP_ALLOCATE|[72]|Bytes:3
00:53:50.239 (1239371941)|HEAP_ALLOCATE|[77]|Bytes:152
00:53:50.239 (1239396684)|HEAP_ALLOCATE|[342]|Bytes:408
00:53:50.239 (1239423136)|HEAP_ALLOCATE|[355]|Bytes:408
00:53:50.239 (1239448877)|HEAP_ALLOCATE|[467]|Bytes:48
00:53:50.239 (1239494207)|HEAP_ALLOCATE|[139]|Bytes:6
00:53:50.239 (1239524321)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:53:50.239 (1239548755)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:53:50.239 (1239565038)|VARIABLE_SCOPE_BEGIN|[1]|this|AllContractTriggers|true|false
00:53:50.239 (1239643016)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5ac4bd84
00:53:50.239 (1239707814)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:53:50.239 (1239721859)|VARIABLE_SCOPE_BEGIN|[1]|this|AllContractTriggers|true|false
00:53:50.239 (1239758907)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5ac4bd84
00:53:50.239 (1239769374)|STATEMENT_EXECUTE|[1]
00:53:50.239 (1239772650)|STATEMENT_EXECUTE|[10]
00:53:50.240 (1240040267)|HEAP_ALLOCATE|[10]|Bytes:27
00:53:50.240 (1240066112)|HEAP_ALLOCATE|[50]|Bytes:5
00:53:50.240 (1240086290)|HEAP_ALLOCATE|[56]|Bytes:5
00:53:50.240 (1240103729)|HEAP_ALLOCATE|[64]|Bytes:7
00:53:50.240 (1240233097)|USER_DEBUG|[10]|DEBUG|AllContractTriggers - start
00:53:50.240 (1240261335)|STATEMENT_EXECUTE|[11]
00:53:50.240 (1240272997)|HEAP_ALLOCATE|[11]|Bytes:16
00:53:50.244 (1244754111)|HEAP_ALLOCATE|[11]|Bytes:5705
00:53:50.244 (1244798513)|HEAP_ALLOCATE|[11]|Bytes:5721
