34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
01:06:15.125 (125996300)|EXECUTION_STARTED
01:06:15.126 (126035007)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
01:06:15.126 (126084263)|CODE_UNIT_STARTED|[EXTERNAL]|01qZ00000009DjW|AllContractTriggers on Contract trigger event BeforeUpdate for [800Z00000003MJA]
01:06:15.126 (126170403)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:06:15.126 (126409885)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:06:15.127 (127187345)|HEAP_ALLOCATE|[72]|Bytes:3
01:06:15.127 (127268659)|HEAP_ALLOCATE|[77]|Bytes:152
01:06:15.127 (127306987)|HEAP_ALLOCATE|[342]|Bytes:408
01:06:15.127 (127344034)|HEAP_ALLOCATE|[355]|Bytes:408
01:06:15.127 (127379004)|HEAP_ALLOCATE|[467]|Bytes:48
01:06:15.127 (127438077)|HEAP_ALLOCATE|[139]|Bytes:6
01:06:15.127 (127474637)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:06:15.127 (127507913)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:06:15.127 (127531842)|VARIABLE_SCOPE_BEGIN|[1]|this|AllContractTriggers|true|false
01:06:15.127 (127628141)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x3ad5c041
01:06:15.127 (127730513)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:06:15.127 (127748871)|VARIABLE_SCOPE_BEGIN|[1]|this|AllContractTriggers|true|false
01:06:15.127 (127786045)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x3ad5c041
01:06:15.127 (127800983)|STATEMENT_EXECUTE|[1]
01:06:15.127 (127807115)|STATEMENT_EXECUTE|[10]
01:06:15.128 (128180881)|HEAP_ALLOCATE|[10]|Bytes:27
01:06:15.128 (128216445)|HEAP_ALLOCATE|[50]|Bytes:5
01:06:15.128 (128242555)|HEAP_ALLOCATE|[56]|Bytes:5
01:06:15.128 (128260431)|HEAP_ALLOCATE|[64]|Bytes:7
01:06:15.128 (128386033)|USER_DEBUG|[10]|DEBUG|AllContractTriggers - start
01:06:15.128 (128408470)|STATEMENT_EXECUTE|[11]
01:06:15.128 (128422339)|HEAP_ALLOCATE|[11]|Bytes:16
01:06:15.136 (136032604)|HEAP_ALLOCATE|[11]|Bytes:5707
01:06:15.136 (136095485)|HEAP_ALLOCATE|[11]|Bytes:5723
01:06:15.136 (136140272)|USER_DEBUG|[11]|DEBUG|Trigger.newMap: {800Z00000003MJAIA2=Contract:{Id=800Z00000003MJAIA2, AccountId=001Z000000uoWXwIAM, OwnerExpirationNotice=null, StartDate=2011-11-12 00:00:00, EndDate=2012-11-19 00:00:00, BillingStreet=null, BillingCity=null, BillingState=null, BillingPostalCode=null, BillingCountry=United States, BillingStateCode=null, BillingCountryCode=US, BillingLatitude=null, BillingLongitude=null, BillingGeocodeAccuracy=null, ShippingStreet=null, ShippingCity=null, ShippingState=null, ShippingPostalCode=null, ShippingCountry=United States, ShippingStateCode=null, ShippingCountryCode=US, ShippingLatitude=null, ShippingLongitude=null, ShippingGeocodeAccuracy=null, ContractTerm=45, OwnerId=005Z0000003DoV8IAK, Status=Draft, CompanySignedId=null, CompanySignedDate=2015-10-10 00:00:00, CustomerSignedId=null, CustomerSignedTitle=Director, CustomerSignedDate=2016-10-12 00:00:00, SpecialTerms=null, ActivatedById=null, ActivatedDate=null, StatusCode=Draft, Description=Sec 2.01 - License to use the GE Mark upon and in connection with the manufacture, display, sale, marketing, advertising, promotion and distribution of Licensed Products sold by Licensee in the Licensed Channel of Distribution.  Said right to manufacture shall include the right to subcontract with Vendoes to have Licensed Products manufactured for sale to Licensee.  * Appendix B  Holiday Products Include - Holiday string sets, Halloween string sets, Party string sets, Replacement bulbs and fuses, Candle and tree toppers, Pre-lit trees, and Holiday decor.  Holiday Accessories include: green seasonable products such as indoor cords, outdoor cords, speciality cords, cord assortments, cord accessories, electrical taps, electrical adapters, power strips, surge protectors, flood holders, yardstakes,timers, lighting controls, nightlights, and touch lights., RecordTypeId=012Z00000000rdwIAA, Name=Siva Test Contract - Do not use, IsDeleted=false, ContractNumber=CN-00000260, LastApprovedDate=null, CreatedDate=2015-10-14 15:38:36, CreatedById=005Z0000003DoV8IAK, LastModifiedDate=2015-10-16 04:55:48, LastModifiedById=005Z0000003DoV8IAK, SystemModstamp=2015-10-16 04:55:48, LastActivityDate=null, LastViewedDate=null, LastReferencedDate=null, Audit_Rights__c=4.05 - Licensee shall keep accurate books of account and records coverin all transactions and Licensor or its designee shall have the right at all reasonable business hours upon 48 hours advanced notice to Licensee to make complete verifications, examinations and audits of said books of account and records and all other documents and material in the possession or under the control of Licensee relating to the Agreement and shall have free and full access thereto for said purpose and for the purpose of making extracts therefrom - these audits can be used to resolve claims relating to the agreement., Brand_Usage_Agreement__c=null, Contract_Terms__c=4.01 Minimum payments of $5 million in installments.  4.02 Royalty of 5% of net sales., GE_Business_Unit__c=null, Renewal_Date__c=null, Renewal_Terms__c=null, Rights__c=Sec 2.01 - License to use the GE Mark upon and in connection with the manufacture, display, sale, marketing, advertising, promotion and distribution of Licensed Products sold by Licensee in the Licensed Channel of Distribution.  Said right to manufacture shall include the right to subcontract with Vendoes to have Licensed Products manufactured for sale to Licensee.  * Appendix B  Holiday Products Include - Holiday string sets, Halloween string sets, Party string sets, Replacement bulbs and fuses, Candle and tree toppers, Pre-lit trees, and Holiday decor.  Holiday Accessories include: green seasonable products such as indoor cords, outdoor cords, speciality cords, cord assortments, cord accessories, electrical taps, electrical adapters, power strips, surge protectors, flood holders, yardstakes,timers, lighting controls, nightlights, and touch lights., Termination_Clause__c=Sec. 603 - In the event that a party material breaches an obligation under the Agreement and such breach is not remedied within 30 days after written notice from the other party specifying such breach, such other party shall have the right at any time thereafter to terminate the Agreement by giving written notice of termination to the breaching party. If either party becomes insolvent, executes an assignment for benefit of creditors, ceases operations, dissoles, or becomes subject to bankruptcy or receivership proceedings, the Agreement shall automatically terminate. 6.04  Licensor shall in addition have the right to terminate the Agreement immediately upon giving written notice to Licensee in the event that ay any time a product recall of any Licensed Product, Unique_Contract_Terms__c=null, AIF__c=84.0099, Agreement_Type__c=Trademark, Expiration_Countdown__c=-1061, As_Of_Date__c=2015-10-16 00:00:00, Renewal_Countdown__c=null, CV_Company_Signed_By__c=null, CV_Customer_Signed_By__c=George Tsai, Referenced_Agreement__c=null, Royalty_Report_Due_Date__c=30 days after quarter ends, Payment_Due_Date__c=manually entered, CV_Inception_To_Date__c=null, CV_Planned_Royalty_Revenue__c=null, CV_Previous_YTD_Royalty_Payment__c=null, CV_Previous_Year_To_Date__c=null, CV_Variance_vs_Plan__c=null, CV_YTD_Royalty_Payment__c=null, CV_YTD_Variance__c=null, CV_Year_To_Date__c=null, Royalty_Payment_Due_Date_Rule__c=a2xZ0000002IjLdIAK, Sales_Report_Due_Date_Rule__c=a2xZ0000002IjLdIAK, Next_Royalty_Payment__c=null, Next_Sales_Report__c=null, Calculate_Next_Royalty_Payment__c=false, Calculate_Next_Sales_Report__c=false, Next_Royalty_Payment_Due_Date__c=null, Next_Sales_Report_Due_Date__c=null, Days_Until_Due_of_Next_Royalty_Payment__c=null, Days_Until_Due_of_next_Sales_Report__c=null}}
01:06:15.136 (136182127)|STATEMENT_EXECUTE|[12]
01:06:15.136 (136189189)|HEAP_ALLOCATE|[12]|Bytes:8
01:06:15.138 (138672273)|VARIABLE_SCOPE_BEGIN|[14]|GE_TriggerDispatch.activefunction|GE_TriggerDispatch.ITriggerEntry|true|true
01:06:15.138 (138689488)|VARIABLE_SCOPE_BEGIN|[17]|GE_TriggerDispatch.noTriggers|Boolean|false|true
01:06:15.138 (138733196)|HEAP_ALLOCATE|[12]|Bytes:13
01:06:15.138 (138743326)|HEAP_ALLOCATE|[12]|Bytes:5
01:06:15.138 (138748036)|HEAP_ALLOCATE|[12]|Bytes:17
01:06:15.138 (138779933)|METHOD_ENTRY|[11]|01pZ0000000LPwQ|GE_TriggerDispatch.GE_TriggerDispatch()
01:06:15.138 (138786886)|STATEMENT_EXECUTE|[11]
01:06:15.139 (139567057)|SYSTEM_MODE_ENTER|false
01:06:15.139 (139596577)|HEAP_ALLOCATE|[14]|Bytes:5
01:06:15.139 (139604780)|STATEMENT_EXECUTE|[11]
01:06:15.139 (139608228)|STATEMENT_EXECUTE|[14]
01:06:15.139 (139640013)|VARIABLE_ASSIGNMENT|[14]|GE_TriggerDispatch.activefunction|null|
01:06:15.139 (139646447)|STATEMENT_EXECUTE|[17]
01:06:15.139 (139658321)|HEAP_ALLOCATE|[17]|Bytes:5
01:06:15.139 (139676928)|VARIABLE_ASSIGNMENT|[17]|GE_TriggerDispatch.noTriggers|false
01:06:15.139 (139686674)|SYSTEM_MODE_EXIT|false
01:06:15.139 (139702977)|METHOD_EXIT|[11]|GE_TriggerDispatch
01:06:15.139 (139755936)|METHOD_ENTRY|[12]|01pZ0000000LPwQ|GE_TriggerDispatch.entry(String, Boolean, Boolean, Boolean, Boolean, Boolean, Boolean, List<SObject>, Map<Id,SObject>, List<SObject>, Map<Id,SObject>)
01:06:15.139 (139802532)|VARIABLE_SCOPE_BEGIN|[26]|TriggerObject|String|false|false
01:06:15.139 (139820145)|VARIABLE_ASSIGNMENT|[26]|TriggerObject|"Contract"
01:06:15.139 (139826594)|HEAP_ALLOCATE|[27]|Bytes:5
01:06:15.139 (139832929)|VARIABLE_SCOPE_BEGIN|[26]|IsBefore|Boolean|false|false
01:06:15.139 (139841410)|VARIABLE_ASSIGNMENT|[26]|IsBefore|true
01:06:15.139 (139845667)|HEAP_ALLOCATE|[27]|Bytes:5
01:06:15.139 (139850278)|VARIABLE_SCOPE_BEGIN|[26]|IsDelete|Boolean|false|false
01:06:15.139 (139857294)|VARIABLE_ASSIGNMENT|[26]|IsDelete|false
01:06:15.139 (139861252)|HEAP_ALLOCATE|[27]|Bytes:5
01:06:15.139 (139870511)|VARIABLE_SCOPE_BEGIN|[26]|IsAfter|Boolean|false|false
01:06:15.139 (139878328)|VARIABLE_ASSIGNMENT|[26]|IsAfter|false
01:06:15.139 (139882463)|HEAP_ALLOCATE|[27]|Bytes:5
01:06:15.139 (139886749)|VARIABLE_SCOPE_BEGIN|[26]|IsInsert|Boolean|false|false
01:06:15.139 (139893694)|VARIABLE_ASSIGNMENT|[26]|IsInsert|false
01:06:15.139 (139897415)|HEAP_ALLOCATE|[27]|Bytes:5
01:06:15.139 (139902254)|VARIABLE_SCOPE_BEGIN|[26]|IsUpdate|Boolean|false|false
01:06:15.139 (139909263)|VARIABLE_ASSIGNMENT|[26]|IsUpdate|true
01:06:15.139 (139913106)|HEAP_ALLOCATE|[27]|Bytes:5
01:06:15.139 (139917449)|VARIABLE_SCOPE_BEGIN|[26]|IsExecuting|Boolean|false|false
01:06:15.139 (139924796)|VARIABLE_ASSIGNMENT|[26]|IsExecuting|true
01:06:15.139 (139929567)|VARIABLE_SCOPE_BEGIN|[26]|newList|List<SObject>|true|false
01:06:15.141 (141326176)|VARIABLE_ASSIGNMENT|[26]|newList|{"s":1,"v":[{"CustomerSignedDate":"2016-10-12T00:00:00.000Z","LastModifiedDate":"2015-10-16T04:55:48.000Z","ContractNumber":"CN-00000260","Description":"Sec 2.01 - License t (841 more) ...","AccountId":"001Z000000uoWXwIAM","Agreement_Type__c":"Trademark","Payment_Due_Date__c":"manually entered","BillingCountryCode":"US","ContractTerm":45,"StatusCode":"Draft","Name":"Siva Test Contract - (11 more) ...","StartDate":"2011-11-12T00:00:00.000Z","Audit_Rights__c":"4.05 - Licensee shal (583 more) ...","Calculate_Next_Royal (13 more) ...":false,"OwnerId":"005Z0000003DoV8IAK","CreatedById":"005Z0000003DoV8IAK","Rights__c":"Sec 2.01 - License t (841 more) ...","As_Of_Date__c":"2015-10-16T00:00:00.000Z","Sales_Report_Due_Dat (9 more) ...":"a2xZ0000002IjLdIAK","RecordTypeId":"012Z00000000rdwIAA","ShippingCountry":"United States","CustomerSignedTitle":"Director","Expiration_Countdown (3 more) ...":-1061,"CV_Customer_Signed_B (4 more) ...":"George Tsai","Contract_Terms__c":"4.01 Minimum payment (66 more) ...","Status":"Draft","IsDeleted":false,"Termination_Clause__ (1 more) ...":"Sec. 603 - In the ev (750 more) ...","EndDate":"2012-11-19T00:00:00.000Z","SystemModstamp":"2015-10-16T04:55:48.000Z","Royalty_Payment_Due_ (12 more) ...":"a2xZ0000002IjLdIAK","ShippingCountryCode":"US","BillingCountry":"United States","AIF__c":"84.0099","CreatedDate":"2015-10-14T15:38:36.000Z","CompanySignedDate":"2015-10-10T00:00:00.000Z","Id":"800Z00000003MJAIA2","Royalty_Report_Due_D (6 more) ...":"30 days after quarte (6 more) ...","LastModifiedById":"005Z0000003DoV8IAK","Calculate_Next_Sales (10 more) ...":false}]}|0x3050c749
01:06:15.141 (141345906)|VARIABLE_SCOPE_BEGIN|[26]|newMap|Map<Id,SObject>|true|false
01:06:15.142 (142434171)|VARIABLE_ASSIGNMENT|[26]|newMap|{"s":1,"v":{"800Z00000003MJAIA2":{"CustomerSignedDate":"2016-10-12T00:00:00.000Z","LastModifiedDate":"2015-10-16T04:55:48.000Z","ContractNumber":"CN-00000260","Description":"Sec 2.01 - License t (841 more) ...","AccountId":"001Z000000uoWXwIAM","Agreement_Type__c":"Trademark","Payment_Due_Date__c":"manually entered","BillingCountryCode":"US","ContractTerm":45,"StatusCode":"Draft","Name":"Siva Test Contract - (11 more) ...","StartDate":"2011-11-12T00:00:00.000Z","Audit_Rights__c":"4.05 - Licensee shal (583 more) ...","Calculate_Next_Royal (13 more) ...":false,"OwnerId":"005Z0000003DoV8IAK","CreatedById":"005Z0000003DoV8IAK","Rights__c":"Sec 2.01 - License t (841 more) ...","As_Of_Date__c":"2015-10-16T00:00:00.000Z","Sales_Report_Due_Dat (9 more) ...":"a2xZ0000002IjLdIAK","RecordTypeId":"012Z00000000rdwIAA","ShippingCountry":"United States","CustomerSignedTitle":"Director","Expiration_Countdown (3 more) ...":-1061,"CV_Customer_Signed_B (4 more) ...":"George Tsai","Contract_Terms__c":"4.01 Minimum payment (66 more) ...","Status":"Draft","IsDeleted":false,"Termination_Clause__ (1 more) ...":"Sec. 603 - In the ev (750 more) ...","EndDate":"2012-11-19T00:00:00.000Z","SystemModstamp":"2015-10-16T04:55:48.000Z","Royalty_Payment_Due_ (12 more) ...":"a2xZ0000002IjLdIAK","ShippingCountryCode":"US","BillingCountry":"United States","AIF__c":"84.0099","CreatedDate":"2015-10-14T15:38:36.000Z","CompanySignedDate":"2015-10-10T00:00:00.000Z","Id":"800Z00000003MJAIA2","Royalty_Report_Due_D (6 more) ...":"30 days after quarte (6 more) ...","LastModifiedById":"005Z0000003DoV8IAK","Calculate_Next_Sales (10 more) ...":false}}}|0x1d45f736
