34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
01:40:46.484 (1484132186)|EXECUTION_STARTED
01:40:46.484 (1484193082)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
01:40:46.484 (1484240772)|CODE_UNIT_STARTED|[EXTERNAL]|01qZ00000009DjW|AllContractTriggers on Contract trigger event BeforeInsert for [new]
01:40:46.484 (1484300810)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:40:46.484 (1484798816)|HEAP_ALLOCATE|[72]|Bytes:3
01:40:46.484 (1484865771)|HEAP_ALLOCATE|[77]|Bytes:152
01:40:46.484 (1484890964)|HEAP_ALLOCATE|[342]|Bytes:408
01:40:46.484 (1484917107)|HEAP_ALLOCATE|[355]|Bytes:408
01:40:46.484 (1484946949)|HEAP_ALLOCATE|[467]|Bytes:48
01:40:46.485 (1485009930)|HEAP_ALLOCATE|[139]|Bytes:6
01:40:46.485 (1485047979)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:40:46.485 (1485073634)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:40:46.485 (1485090750)|VARIABLE_SCOPE_BEGIN|[1]|this|AllContractTriggers|true|false
01:40:46.485 (1485169144)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x64940321
01:40:46.485 (1485238319)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:40:46.485 (1485250151)|VARIABLE_SCOPE_BEGIN|[1]|this|AllContractTriggers|true|false
01:40:46.485 (1485286399)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x64940321
01:40:46.485 (1485295927)|STATEMENT_EXECUTE|[1]
01:40:46.485 (1485299299)|STATEMENT_EXECUTE|[10]
01:40:46.485 (1485525517)|HEAP_ALLOCATE|[10]|Bytes:27
01:40:46.485 (1485548563)|HEAP_ALLOCATE|[50]|Bytes:5
01:40:46.485 (1485566965)|HEAP_ALLOCATE|[56]|Bytes:5
01:40:46.485 (1485580077)|HEAP_ALLOCATE|[64]|Bytes:7
01:40:46.485 (1485681488)|USER_DEBUG|[10]|DEBUG|AllContractTriggers - start
01:40:46.485 (1485696590)|STATEMENT_EXECUTE|[11]
01:40:46.485 (1485704561)|HEAP_ALLOCATE|[11]|Bytes:16
01:40:46.485 (1485818365)|HEAP_ALLOCATE|[11]|Bytes:20
01:40:46.485 (1485843982)|USER_DEBUG|[11]|DEBUG|Trigger.newMap: null
01:40:46.485 (1485854968)|STATEMENT_EXECUTE|[12]
